Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
10838,32,7,1,5,0,1,1,1,4,4,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
10468,36,0,1,6,0,1,1,1,4,1,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
25084,35,1,0,2,0,2,0,0,7,3,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
6389,35,1,1,2,0,0,0,1,6,3,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36242,45,10,1,2,0,2,0,0,4,1,1,999,1,0,-2.9,92.963,-40.8,1.266,5076.2,0
19253,49,10,1,5,1,2,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
17705,55,9,1,2,1,2,0,0,3,3,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
2256,53,1,1,2,1,0,0,1,6,3,5,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
35498,47,4,1,3,0,0,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
6260,50,1,1,2,0,2,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30734,36,6,1,2,0,2,2,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
30260,29,0,2,6,0,0,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
2814,29,7,0,3,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
15524,49,9,1,5,0,2,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
19828,31,3,1,0,0,0,0,0,1,0,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
8222,34,1,1,0,0,0,0,1,4,3,13,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
1729,24,7,2,3,0,0,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
33310,49,1,1,2,1,0,0,0,6,3,2,999,2,0,-1.8,92.893,-46.2,1.291,5099.1,0
8875,57,7,1,3,1,0,2,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
8380,41,1,1,2,1,0,0,1,4,3,13,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
29003,32,5,1,0,0,2,0,0,0,0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
19118,38,0,0,6,0,2,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
38583,65,5,1,0,0,0,0,0,8,0,5,999,0,1,-3.4,92.431,-26.9,0.72,5017.5,0
32952,29,1,1,2,0,2,2,0,6,1,1,999,1,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
37985,61,5,1,6,0,0,0,1,9,1,1,999,0,1,-3.4,92.379,-29.8,0.797,5017.5,0
27507,37,6,1,6,0,0,0,1,7,0,9,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
39530,37,0,1,3,0,0,0,1,0,3,2,999,0,1,-1.8,93.749,-34.6,0.6459999999999999,5008.7,1
22950,34,9,1,3,0,0,0,0,1,1,8,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
35473,32,0,2,6,0,2,0,0,6,1,7,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
22271,44,1,1,0,1,2,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
22912,59,0,0,6,1,2,2,0,1,1,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
25862,34,0,1,6,0,2,2,0,7,4,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
6125,47,9,1,5,1,2,0,1,6,3,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
223,46,9,1,0,1,2,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
29276,49,9,1,7,0,0,0,0,0,0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
32764,35,0,2,6,0,2,0,0,6,1,5,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
26281,46,6,0,2,1,0,0,0,7,2,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
9107,32,4,1,3,0,0,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
32583,34,1,2,1,1,2,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
38907,65,5,1,0,0,0,2,0,7,3,2,999,0,1,-3.4,92.649,-30.1,0.716,5017.5,0
37000,34,0,1,3,0,0,0,0,3,0,7,999,0,1,-2.9,92.469,-33.6,1.0590000000000002,5076.2,0
14914,34,1,2,1,0,1,1,0,3,4,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
30456,49,0,1,6,0,2,2,1,6,1,1,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
8562,33,0,1,6,0,2,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
1212,30,7,1,3,1,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
24299,42,2,1,3,0,2,0,1,7,1,2,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
6563,32,9,2,3,0,2,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37833,58,5,0,3,0,0,0,0,1,2,2,999,1,0,-2.9,92.201,-31.4,0.8290000000000001,5076.2,1
2204,40,7,1,3,1,2,0,1,6,1,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37799,54,5,1,5,1,0,0,0,1,3,1,999,0,1,-2.9,92.201,-31.4,0.838,5076.2,0
25561,31,9,1,6,0,0,0,0,7,4,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
16753,56,1,1,0,0,2,0,0,3,2,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
15757,38,1,1,0,1,2,0,0,3,1,7,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
33799,33,7,1,3,0,2,0,0,6,4,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,1
1551,51,6,1,6,1,0,0,1,6,2,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
15961,32,7,1,0,1,0,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
33160,36,7,2,3,0,2,0,1,6,3,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
34063,35,9,1,5,0,0,0,0,6,4,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
32034,50,1,1,0,1,0,0,0,6,2,3,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
41117,29,9,2,5,0,0,0,0,7,3,2,1,1,2,-1.1,94.767,-50.8,1.046,4963.6,1
12345,34,9,2,5,1,2,0,1,3,0,2,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
37903,33,0,1,3,0,2,0,0,9,3,1,999,0,1,-3.4,92.379,-29.8,0.8190000000000001,5017.5,1
9403,36,0,1,3,0,0,0,1,4,0,4,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
32315,49,1,1,0,0,2,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
4330,40,0,1,6,0,2,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
8534,30,0,1,6,0,2,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39225,34,0,2,6,0,0,2,0,5,3,1,11,1,2,-1.8,93.369,-34.8,0.652,5008.7,1
768,38,9,1,7,1,1,1,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
27448,51,0,2,6,1,0,0,0,7,0,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
36792,33,1,0,7,0,0,0,0,4,1,5,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
18304,24,1,2,2,0,2,0,0,3,4,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
32321,39,1,1,3,0,2,2,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
18717,40,7,1,2,0,0,0,1,3,2,35,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
1391,29,0,2,3,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
13615,25,0,2,3,0,2,0,1,3,2,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
3253,36,9,2,6,0,0,0,1,6,2,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
15539,38,7,1,3,0,0,0,0,3,0,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
4216,47,9,2,5,1,0,0,1,6,3,5,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
18283,39,7,2,3,0,0,0,0,3,4,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
4866,40,7,0,3,0,0,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
38078,21,8,2,2,0,1,1,0,9,3,1,999,0,1,-3.4,92.379,-29.8,0.77,5017.5,1
26197,42,0,1,6,0,2,0,0,7,2,2,4,1,2,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
41077,45,1,1,3,0,2,2,0,7,1,2,5,3,2,-1.1,94.767,-50.8,1.05,4963.6,1
34723,34,7,1,3,0,0,0,0,6,2,6,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
1821,27,7,2,3,0,2,0,1,6,0,4,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
8691,29,1,2,6,0,0,0,1,4,4,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
13263,31,1,1,2,0,0,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
30681,34,1,1,2,0,2,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
13252,34,0,2,6,0,2,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
35607,45,0,0,6,0,0,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
275,50,1,1,2,1,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
17870,56,0,0,6,0,2,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
15648,32,0,0,2,0,2,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
31574,38,4,1,3,0,2,0,1,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
3082,32,0,2,2,1,0,0,1,6,2,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
25265,33,9,2,2,0,0,0,0,7,3,3,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
32461,30,0,2,3,0,0,2,0,6,0,2,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
28986,53,4,1,6,0,2,0,0,0,0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
31084,29,0,2,6,0,2,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
6211,58,0,1,2,1,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
20226,45,1,1,3,0,2,0,0,1,1,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
17134,29,7,2,6,0,0,0,0,3,0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
23363,46,3,1,0,0,0,2,0,1,4,14,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
14441,56,4,1,6,0,0,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
25585,33,9,2,5,0,1,1,0,7,4,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
27027,41,1,2,2,1,2,0,0,7,0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
4597,41,1,1,1,1,2,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
2592,51,6,1,5,1,2,2,1,6,3,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
6114,30,1,1,0,0,2,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
1568,31,1,2,2,0,0,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
7615,54,4,1,2,0,2,0,1,6,0,5,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
9386,36,0,0,3,0,2,2,1,4,0,5,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
549,50,1,1,0,1,1,1,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
23539,32,9,1,5,1,2,0,0,1,2,6,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
15137,27,8,2,6,0,2,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
33175,45,7,1,1,0,0,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
15759,44,1,1,2,1,2,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
17630,47,7,1,1,0,2,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32722,38,1,1,3,1,2,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
1635,45,4,1,0,1,2,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
3426,34,0,1,6,0,2,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
14604,32,2,2,6,0,2,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
35613,44,4,0,6,0,0,0,0,6,1,3,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
65,37,0,1,6,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
7656,40,0,2,6,0,2,0,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
5288,36,1,1,1,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
27804,29,6,1,6,0,2,2,0,5,4,1,999,1,0,-1.8,92.843,-50.0,1.663,5099.1,0
21844,29,0,2,6,0,2,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
27780,73,5,1,6,0,2,0,0,5,3,1,999,1,0,-1.8,92.843,-50.0,1.6869999999999998,5099.1,0
21436,48,4,1,6,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
17856,46,9,0,6,0,0,0,0,3,3,8,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
25817,35,1,2,3,0,0,0,0,7,4,2,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
24809,33,1,1,2,0,2,0,0,7,3,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
25007,53,0,0,6,0,2,0,0,7,3,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
17781,34,3,1,6,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
2716,45,9,1,5,1,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
21187,32,0,2,6,0,0,0,0,1,1,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
27476,50,5,1,6,0,0,0,0,7,0,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
25310,30,4,2,3,0,0,2,0,7,3,2,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
37024,29,10,2,6,0,2,0,0,3,3,1,999,0,1,-2.9,92.469,-33.6,1.044,5076.2,0
3045,44,4,1,6,1,0,2,1,6,4,7,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
41046,60,0,1,3,0,0,0,0,8,3,1,999,1,0,-1.1,94.601,-49.5,1.037,4963.6,1
33390,26,1,1,0,0,2,0,0,6,3,2,6,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
4971,25,1,2,0,0,0,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
38926,55,4,1,6,0,2,0,0,7,4,1,999,1,0,-3.4,92.649,-30.1,0.716,5017.5,0
979,34,2,1,0,0,2,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
868,42,0,2,7,1,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39479,85,3,1,0,1,2,0,0,0,3,1,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,1
29595,44,1,1,0,0,0,0,0,0,1,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
16523,53,7,1,3,0,0,2,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
17287,35,10,2,2,0,2,2,0,3,0,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
11517,35,9,1,5,0,2,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
36596,30,0,1,5,0,2,0,0,4,2,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
16838,52,9,1,5,0,0,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
17926,26,10,1,3,0,1,1,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
26439,31,9,2,6,0,2,0,0,7,2,5,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
28176,56,4,1,6,0,0,0,0,0,3,5,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
34066,29,7,2,1,0,2,2,0,6,4,5,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
19018,52,9,0,6,0,0,2,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
26235,55,0,1,2,0,0,0,0,7,2,3,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
944,42,7,0,3,1,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
1267,36,0,0,6,0,0,0,1,6,2,4,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
29627,32,9,1,5,0,2,0,0,0,1,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
16299,33,7,2,3,1,2,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
32555,26,1,1,1,0,0,0,0,6,1,7,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
5876,35,9,1,5,0,0,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
21462,38,0,1,6,0,2,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
32601,35,9,1,6,0,2,0,0,6,1,1,999,1,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
33497,57,1,1,1,1,2,0,0,6,3,4,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
17420,57,6,1,6,1,2,0,1,3,1,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
22591,32,9,0,3,0,0,0,0,1,0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
33585,34,7,1,3,1,0,2,0,6,3,5,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
39781,37,0,2,6,0,2,2,0,4,3,3,999,0,1,-1.7,94.055,-39.8,0.7020000000000001,4991.6,0
32958,33,0,1,6,0,0,2,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
39207,49,1,1,2,1,0,0,0,5,1,3,7,2,2,-1.8,93.369,-34.8,0.652,5008.7,0
19856,29,0,2,6,1,2,0,0,1,0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
5672,28,0,2,6,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
10841,37,4,1,6,0,2,0,1,4,4,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
32175,25,0,2,3,0,2,2,0,6,0,4,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
3246,31,7,1,1,1,2,0,1,6,2,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
30266,45,4,1,6,1,2,0,0,0,2,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
21066,47,1,1,7,1,0,0,1,1,2,13,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
16675,56,5,1,5,0,2,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
38959,38,9,1,6,0,2,2,0,2,4,1,999,0,1,-3.0,92.713,-33.0,0.721,5023.5,1
6991,25,8,2,3,0,1,1,1,6,2,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
33845,28,7,2,3,0,2,2,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
24722,33,2,1,2,1,2,2,1,7,1,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
26700,36,0,2,6,0,0,0,0,7,2,2,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
25954,29,1,1,3,0,2,0,0,7,4,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
40122,29,0,1,6,0,2,0,0,3,3,1,999,2,0,-1.7,94.215,-40.3,0.835,4991.6,0
31765,32,9,2,3,0,2,0,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
24620,36,9,2,5,0,0,0,0,7,1,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
9646,44,9,1,1,1,2,0,1,4,1,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
17678,50,9,2,5,0,0,2,0,3,1,8,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
7135,40,0,2,3,0,2,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
18353,30,0,2,3,0,0,0,0,3,2,27,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
11661,58,1,1,5,0,0,0,1,4,0,12,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31287,59,0,1,3,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
7953,25,6,2,6,0,0,0,1,4,1,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
11292,37,1,1,2,0,2,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
5532,55,0,1,3,0,2,2,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39118,27,9,2,6,0,2,0,0,2,3,3,6,2,2,-3.0,92.713,-33.0,0.7070000000000001,5023.5,1
5567,44,0,1,3,0,2,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35180,44,1,1,0,0,0,0,0,6,0,2,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
11459,34,4,1,6,0,2,0,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31022,41,1,1,2,0,2,2,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
36331,33,0,2,6,0,2,0,0,4,3,2,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,0
29987,70,5,1,1,0,2,0,0,0,3,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
22317,45,9,1,5,1,2,2,0,1,2,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
352,38,4,1,6,0,0,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
17660,43,10,0,2,0,2,0,0,3,1,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
12640,43,2,1,0,0,0,0,0,3,1,30,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
38325,28,7,1,2,0,2,0,0,8,0,1,2,1,2,-3.4,92.431,-26.9,0.7390000000000001,5017.5,1
25257,40,1,1,2,1,0,0,0,7,3,3,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
28704,35,0,2,3,0,2,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
17027,34,4,2,6,0,0,0,0,3,2,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32891,30,7,0,3,0,0,0,0,6,1,2,11,1,2,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
16323,55,0,1,6,0,2,0,0,3,3,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
18444,44,7,1,3,1,0,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
22229,44,9,0,6,0,2,0,0,1,2,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
23632,39,0,2,6,0,2,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
12337,38,7,2,3,0,0,0,1,3,0,2,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
27741,44,4,1,1,0,2,0,0,5,2,2,999,0,1,-1.8,92.843,-50.0,1.757,5099.1,0
4927,32,1,0,2,0,0,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
18148,41,7,0,3,0,0,2,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
40533,28,8,2,6,0,2,0,1,1,4,1,999,0,1,-1.7,94.027,-38.3,0.89,4991.6,0
5269,40,1,1,2,0,2,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
28498,30,0,1,6,0,0,0,0,0,3,1,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,1
20064,47,0,1,6,1,2,0,0,1,1,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
