Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,target
38442,41,0,0,1,0,2550,1,0,0,15,8,894,2,347,2,0,0
28249,39,1,2,2,0,263,1,0,0,29,4,160,1,199,6,0,0
20532,46,1,1,0,0,2269,1,0,0,12,1,73,2,-1,0,3,0
448,32,7,2,1,0,310,1,0,2,6,8,144,1,-1,0,3,0
18445,54,6,1,1,0,2191,1,0,1,31,5,96,6,-1,0,3,0
44402,29,4,1,2,0,198,1,0,0,4,1,453,1,1,1,0,0
30854,40,4,1,2,0,89,1,1,1,9,3,148,6,-1,0,3,0
11134,56,1,1,1,0,3760,0,0,2,18,6,243,3,-1,0,3,0
41922,27,8,2,2,0,24025,0,0,0,21,10,99,1,-1,0,3,0
6862,36,4,1,2,0,428,0,0,2,28,8,121,1,-1,0,3,0
12445,30,1,1,1,0,365,0,0,2,1,5,381,4,-1,0,3,0
38467,48,1,2,0,0,244,1,0,0,15,8,54,5,-1,0,3,0
27479,38,4,1,1,0,16236,1,0,0,21,9,139,3,-1,0,3,0
36740,32,1,2,1,0,235,1,0,0,12,8,482,1,-1,0,3,0
39823,52,0,2,1,0,-528,1,1,0,1,6,1144,2,-1,0,3,1
14476,59,1,1,0,0,0,0,1,1,14,5,160,10,-1,0,3,0
11626,47,10,0,1,0,176,0,0,2,19,6,91,2,-1,0,3,0
24072,36,4,1,2,0,2415,1,0,1,22,10,73,1,86,4,1,0
33182,31,1,1,1,0,1664,1,0,0,20,0,158,1,182,1,2,0
39797,52,2,1,0,0,1998,0,0,1,1,6,153,1,-1,0,3,0
19880,34,9,2,1,0,19348,1,0,0,8,1,316,2,-1,0,3,0
25296,43,10,1,1,0,1943,1,0,0,18,9,202,2,-1,0,3,0
21904,55,0,1,1,0,128,0,0,0,20,1,359,2,-1,0,3,0
41971,42,4,1,2,0,2463,0,0,0,26,10,183,2,-1,0,3,0
36256,39,3,1,0,0,-106,1,1,0,11,8,1114,2,-1,0,3,0
40612,67,4,1,3,0,65,0,0,0,4,1,320,1,-1,0,3,0
9909,52,10,1,1,0,-9,0,0,2,9,6,123,1,-1,0,3,0
1640,28,0,2,2,0,422,1,0,2,9,8,274,1,-1,0,3,0
18821,50,10,1,1,0,297,1,0,0,31,5,29,10,-1,0,3,0
27220,35,6,2,2,0,1129,1,0,0,21,9,64,2,184,2,0,0
21259,57,1,1,1,0,490,1,0,0,18,1,70,5,-1,0,3,0
34846,52,0,1,1,0,786,1,0,0,6,8,164,5,-1,0,3,0
33407,46,6,1,1,0,156,0,0,0,20,0,268,1,-1,0,3,0
20846,40,4,0,2,0,862,1,0,0,13,1,98,2,-1,0,3,0
9851,40,0,1,2,0,10035,0,0,2,9,6,29,1,-1,0,3,0
22571,30,9,2,1,0,0,0,0,0,22,1,79,5,-1,0,3,0
17479,44,1,1,1,0,841,0,0,0,28,5,504,4,-1,0,3,0
17162,56,9,1,1,0,4063,0,1,1,28,5,31,4,-1,0,3,0
10484,49,1,1,0,0,361,1,0,2,16,6,513,2,-1,0,3,1
32009,80,5,1,0,0,1861,0,0,1,14,0,563,2,-1,0,3,0
23371,30,4,2,2,0,-218,1,0,0,27,1,13,15,-1,0,3,0
32761,49,1,1,0,0,816,1,0,0,17,0,76,1,260,7,0,0
31774,28,9,1,1,0,139,1,1,0,8,0,72,1,-1,0,3,0
45162,29,0,2,1,0,464,0,0,0,9,9,208,2,91,3,2,1
20597,30,4,2,2,0,222,1,0,0,12,1,112,4,-1,0,3,0
30454,41,2,2,2,0,791,1,0,0,5,3,215,1,80,1,1,0
9799,50,7,1,1,0,1595,0,0,2,9,6,882,1,-1,0,3,1
24945,51,2,1,0,0,512,0,0,0,18,9,328,1,-1,0,3,0
8729,41,9,2,3,0,454,1,0,2,4,6,267,2,-1,0,3,0
42745,38,3,0,1,0,70,0,0,0,27,4,164,4,92,4,2,1
36468,38,1,2,0,0,0,1,0,0,11,8,284,4,-1,0,3,0
29702,31,4,1,2,0,777,1,0,0,3,3,245,4,-1,0,3,0
6349,37,2,1,2,0,836,1,0,2,27,8,129,2,-1,0,3,0
32147,41,1,1,1,0,217,1,0,0,15,0,375,2,344,1,0,0
40576,49,4,1,2,0,5613,0,0,0,20,5,258,3,-1,0,3,0
19105,41,9,2,1,0,40,0,0,0,5,1,149,2,-1,0,3,0
35184,38,7,1,1,0,369,1,0,1,7,8,224,1,-1,0,3,0
43653,77,11,1,3,0,397,0,0,1,7,8,300,3,-1,0,3,1
7071,59,9,1,1,0,519,1,0,2,28,8,90,8,-1,0,3,0
38884,28,4,2,2,0,788,1,1,0,18,8,169,1,-1,0,3,0
43367,72,5,1,0,0,0,0,0,0,26,7,201,3,191,3,0,0
29034,42,2,1,1,0,46,0,0,0,2,3,1013,1,-1,0,3,0
41898,39,4,1,2,0,1802,0,0,0,20,10,92,1,336,1,0,0
1817,50,7,1,2,0,218,1,0,2,9,8,388,2,-1,0,3,0
22465,46,7,1,1,0,273,0,0,0,22,1,565,2,-1,0,3,1
8215,46,9,1,1,0,-59,1,1,2,2,6,117,2,-1,0,3,0
18053,51,9,1,1,1,61,0,1,1,30,5,27,20,-1,0,3,0
6202,36,0,1,1,0,1867,1,1,2,27,8,243,2,-1,0,3,0
13564,32,1,1,0,0,187,0,0,0,9,5,91,1,-1,0,3,0
8713,41,9,1,3,0,-1136,1,1,2,4,6,89,1,-1,0,3,0
11127,51,7,0,1,0,9,0,0,2,18,6,371,2,-1,0,3,1
4493,37,9,1,1,0,439,1,0,2,20,8,215,2,-1,0,3,0
22199,37,4,1,1,0,31,0,0,0,21,1,119,4,-1,0,3,0
16307,34,6,1,2,0,1972,1,0,0,23,5,61,2,-1,0,3,0
5751,33,1,0,0,0,-53,1,0,2,26,8,369,1,-1,0,3,0
29513,64,5,1,1,0,1176,0,0,0,3,3,104,1,-1,0,3,0
35946,50,4,1,2,0,-470,1,0,0,8,8,506,2,170,3,0,0
42741,36,9,1,2,0,6,1,0,0,27,4,100,1,435,1,0,0
23438,58,4,2,2,0,21,0,0,1,28,1,315,19,-1,0,3,0
37806,34,0,1,0,0,0,1,1,0,14,8,1020,1,-1,0,3,1
43232,36,7,1,1,0,52,1,0,0,5,7,498,2,179,7,2,1
20481,54,9,1,1,0,-777,0,1,0,12,1,117,2,-1,0,3,0
17545,53,1,1,3,0,5624,0,0,0,29,5,153,2,-1,0,3,0
6312,24,6,2,2,0,2984,1,0,2,27,8,935,1,-1,0,3,1
45134,70,5,1,1,0,0,0,0,0,27,10,258,1,92,5,2,1
29731,52,0,0,1,0,774,0,0,0,4,3,79,1,-1,0,3,0
15437,53,0,1,1,0,263,0,1,0,18,5,143,7,-1,0,3,0
40245,50,4,1,2,0,1612,0,0,0,15,6,532,2,98,2,1,1
32496,41,7,1,1,0,121,1,0,0,17,0,41,1,324,1,1,0
16274,42,4,0,1,0,283,1,0,0,23,5,761,1,-1,0,3,1
5199,36,1,1,0,0,-402,0,0,2,21,8,173,6,-1,0,3,0
40913,76,5,0,0,0,86,0,0,0,12,1,192,1,-1,0,3,0
7958,49,9,1,1,0,6312,1,0,2,2,6,93,2,-1,0,3,0
39123,26,1,2,1,0,154,1,0,0,18,8,1010,2,356,2,0,0
28884,27,9,2,2,0,501,0,1,1,30,4,370,4,-1,0,3,0
1301,28,9,1,0,0,-58,1,0,2,8,8,74,1,-1,0,3,0
1503,31,9,2,2,0,948,1,0,2,8,8,91,2,-1,0,3,0
33366,34,1,1,0,0,2798,1,0,0,20,0,297,4,-1,0,3,0
39164,35,1,0,1,0,164,1,0,0,18,8,11,5,364,13,0,0
7558,55,4,0,0,0,3629,1,0,2,30,8,87,1,-1,0,3,0
26476,51,1,1,0,0,3185,1,0,0,20,9,187,2,-1,0,3,0
2498,48,7,0,0,0,189,1,0,2,13,8,768,1,-1,0,3,0
16084,26,8,2,1,0,141,0,0,0,22,5,128,1,-1,0,3,0
44545,27,8,2,3,0,598,0,0,0,12,1,126,1,524,1,0,0
26590,31,0,1,1,0,9911,0,0,0,20,9,604,1,-1,0,3,0
35310,39,9,1,1,0,-475,1,0,0,7,8,168,3,301,1,0,0
4985,31,0,2,2,0,1583,1,0,2,21,8,207,1,-1,0,3,0
43230,64,5,1,1,0,1220,0,0,0,5,7,84,1,88,1,0,0
38704,29,4,2,2,0,1273,1,0,0,15,8,44,9,-1,0,3,0
25442,30,9,1,1,0,-306,1,1,0,18,9,372,1,186,1,0,0
16005,49,10,1,1,0,136,0,1,0,22,5,246,1,-1,0,3,0
29547,26,1,2,1,0,450,0,1,0,3,3,542,1,-1,0,3,0
19886,33,4,1,2,0,1047,0,0,0,8,1,512,4,-1,0,3,1
44044,49,3,1,0,0,360,0,0,2,30,6,6,1,-1,0,3,0
30176,69,4,1,2,0,840,0,0,1,5,3,128,3,-1,0,3,1
10168,58,11,1,3,0,0,0,0,2,11,6,464,2,-1,0,3,0
3532,36,1,2,0,0,263,1,0,2,15,8,172,2,-1,0,3,0
27442,37,1,1,0,0,2120,1,0,0,21,9,150,4,-1,0,3,0
38052,37,9,1,1,0,987,1,1,0,14,8,306,2,-1,0,3,0
7519,40,1,1,0,0,-476,1,0,2,30,8,105,2,-1,0,3,0
36521,34,1,1,1,0,2,1,0,0,12,8,6,5,-1,0,3,0
18788,35,9,1,1,0,-215,0,1,0,31,5,57,34,-1,0,3,0
7099,45,4,2,2,0,2571,1,0,2,29,8,54,1,-1,0,3,0
5576,38,9,2,1,0,372,0,0,2,23,8,59,3,-1,0,3,0
10664,51,1,1,1,0,33,0,1,2,16,6,721,3,-1,0,3,1
34921,36,4,2,2,0,7506,1,0,0,6,8,839,2,188,1,2,1
6840,27,7,2,1,0,9636,1,0,2,28,8,184,2,-1,0,3,0
45058,36,9,1,2,0,521,0,0,0,20,10,347,3,-1,0,3,1
21058,30,4,2,1,0,135,0,0,0,14,1,112,2,-1,0,3,0
27374,41,7,1,1,0,6687,1,0,0,21,9,41,2,123,3,0,0
6190,22,9,2,1,0,356,1,0,2,27,8,518,2,-1,0,3,0
21276,54,0,1,1,0,3398,1,0,1,18,1,71,4,-1,0,3,0
34053,55,4,2,2,0,0,0,0,0,30,0,156,3,-1,0,3,0
33541,39,1,1,1,0,535,1,0,0,20,0,89,3,-1,0,3,0
23109,31,4,1,2,0,392,0,0,0,26,1,119,3,-1,0,3,0
6493,34,7,2,1,0,544,1,0,2,27,8,257,2,-1,0,3,0
28043,27,8,2,1,0,760,0,0,0,28,4,177,2,-1,0,3,0
18489,50,1,0,0,0,602,1,0,0,31,5,225,2,-1,0,3,0
24675,42,7,1,1,0,1027,1,0,1,17,9,188,2,168,2,0,0
17494,36,1,0,0,0,715,0,1,0,28,5,128,4,-1,0,3,0
7233,40,0,1,1,0,0,1,1,2,29,8,49,3,-1,0,3,0
19765,58,4,1,2,0,648,0,0,0,8,1,110,2,-1,0,3,0
40427,60,5,1,1,0,263,0,0,0,2,5,317,1,330,2,0,0
16783,61,5,0,1,0,291,0,0,0,24,5,286,5,-1,0,3,0
24753,44,4,1,2,0,756,1,0,0,18,9,65,1,130,2,0,0
28985,55,4,0,2,0,347,1,0,0,2,3,115,1,-1,0,3,0
17182,48,4,1,1,0,268,1,0,0,28,5,458,7,-1,0,3,1
20618,50,4,1,2,0,258,0,0,0,12,1,246,6,-1,0,3,0
3432,58,4,0,2,0,347,0,0,2,15,8,525,1,-1,0,3,0
14858,36,1,0,0,0,17,1,0,0,16,5,329,1,-1,0,3,0
24535,51,9,1,1,0,12061,1,0,0,17,9,150,1,188,1,0,0
4243,54,1,1,1,0,887,1,0,2,19,8,133,1,-1,0,3,0
8500,32,4,0,1,0,-107,1,0,2,3,6,216,2,-1,0,3,0
6111,38,9,1,1,0,508,1,0,2,27,8,565,2,-1,0,3,0
2917,53,1,1,0,0,600,1,0,2,14,8,139,1,-1,0,3,0
11375,52,10,0,2,0,0,0,0,2,19,6,297,1,-1,0,3,0
5416,32,1,0,3,1,-274,1,1,2,23,8,456,2,-1,0,3,0
3689,28,4,1,2,0,82,1,1,2,16,8,225,1,-1,0,3,0
44220,30,0,1,1,0,1081,0,0,0,16,5,222,2,-1,0,3,0
8148,59,0,0,1,0,3304,1,0,2,2,6,250,2,-1,0,3,0
27808,28,8,2,1,0,101,0,0,0,28,4,90,1,-1,0,3,0
8298,51,1,1,3,0,0,0,0,2,2,6,61,7,-1,0,3,0
2436,34,1,1,1,0,-185,1,1,2,13,8,276,1,-1,0,3,0
28482,29,2,2,2,0,430,0,1,0,29,4,624,2,-1,0,3,0
38732,32,1,2,1,0,217,1,0,0,15,8,692,3,-1,0,3,1
39610,31,4,1,2,0,2196,1,0,0,26,8,299,2,-1,0,3,0
2677,42,7,1,1,0,693,1,0,2,13,8,187,2,-1,0,3,0
1405,28,7,1,1,0,20,1,1,2,8,8,252,2,-1,0,3,0
14484,39,9,1,2,0,0,1,0,0,14,5,894,7,-1,0,3,1
22100,53,1,1,1,0,-31,0,0,0,21,1,82,8,-1,0,3,0
44292,44,6,0,1,0,8,0,0,0,26,5,423,4,-1,0,3,1
39306,49,0,1,1,0,880,1,1,0,18,8,22,3,-1,0,3,0
1242,42,1,2,0,0,134,1,1,2,8,8,82,1,-1,0,3,0
41518,31,4,2,2,0,12569,0,0,0,9,11,344,1,295,1,0,1
35273,44,1,0,0,0,-57,1,0,0,7,8,234,1,356,2,0,0
31935,34,7,1,1,0,404,1,0,0,9,0,208,12,337,1,0,0
17883,41,4,1,2,0,15,1,0,0,30,5,59,2,-1,0,3,0
42983,39,9,0,1,0,902,1,0,0,10,3,691,2,180,5,0,1
38812,31,7,0,1,0,39,1,0,0,18,8,13,8,-1,0,3,0
40300,34,4,1,2,0,180,0,0,0,16,6,298,3,-1,0,3,0
43886,49,4,0,2,0,1405,0,0,2,8,6,29,1,-1,0,3,0
26784,33,1,1,0,0,925,0,0,0,20,9,884,3,-1,0,3,0
2882,40,0,1,1,0,1535,1,0,2,14,8,704,1,-1,0,3,1
29287,33,1,2,1,0,123,0,0,0,2,3,175,2,-1,0,3,0
19102,55,5,1,0,0,4424,0,0,0,5,1,67,4,-1,0,3,0
26363,55,4,0,2,0,29484,0,0,0,20,9,151,2,-1,0,3,0
38437,39,9,2,1,0,12,1,0,0,15,8,500,2,352,2,0,0
32297,35,4,0,2,0,3751,1,0,0,16,0,75,2,-1,0,3,0
30849,29,0,2,1,0,103,0,0,0,9,3,502,5,-1,0,3,0
21457,40,9,1,1,0,169,1,0,0,18,1,43,4,-1,0,3,0
7015,32,6,1,1,0,-33,1,0,2,28,8,234,3,-1,0,3,0
38735,33,0,2,2,0,701,1,0,0,18,8,59,2,-1,0,3,0
